-7.272456288337707520e-01,-6.003171801567077637e-01,-6.657856106758117676e-01,1.492311716079711914e+00,1.495149254798889160e+00,3.169980347156524658e-01,-5.459086298942565918e-01,-5.721444487571716309e-01,1.023660078644752502e-01,1.291956305503845215e+00,-3.456262052059173584e-01,-7.774189114570617676e-01,1.657251715660095215e+00,-6.986687183380126953e-01,-6.134901046752929688e-01,2.517620921134948730e-01
-7.402311563491821289e-01,-5.951623916625976562e-01,-6.508475542068481445e-01,1.080082178115844727e+00,1.320833444595336914e+00,1.067283228039741516e-01,-5.528342127799987793e-01,-5.902819037437438965e-01,1.431206166744232178e-01,1.405593276023864746e+00,-2.713304758071899414e-01,-7.841885089874267578e-01,1.669753789901733398e+00,-7.071075439453125000e-01,-6.419507265090942383e-01,2.655083835124969482e-01
-7.436938881874084473e-01,-6.017802953720092773e-01,-6.795414686203002930e-01,1.087206244468688965e+00,1.250577926635742188e+00,-9.933305904269218445e-03,-5.568132400512695312e-01,-6.027657389640808105e-01,2.984555624425411224e-02,9.191635251045227051e-01,-4.226295053958892822e-01,-7.790071964263916016e-01,1.282819628715515137e+00,-7.082427144050598145e-01,-6.270520687103271484e-01,4.801330864429473877e-01
-7.319795489311218262e-01,-6.048074364662170410e-01,-6.651581525802612305e-01,1.740639090538024902e+00,1.559718608856201172e+00,5.509508848190307617e-01,-5.589233040809631348e-01,-5.692293643951416016e-01,3.357406333088874817e-02,1.488133907318115234e+00,-2.296530753374099731e-01,-7.836707830429077148e-01,1.948721408843994141e+00,-7.009672522544860840e-01,-6.310302615165710449e-01,2.469337284564971924e-01
-7.305573821067810059e-01,-6.014527082443237305e-01,-6.641241908073425293e-01,1.525684237480163574e+00,1.447257161140441895e+00,3.326541185379028320e-01,-5.507802963256835938e-01,-5.920099616050720215e-01,3.795592114329338074e-02,1.287877798080444336e+00,-3.217587471008300781e-01,-7.828072905540466309e-01,1.748638153076171875e+00,-7.034400701522827148e-01,-6.288870573043823242e-01,2.036297023296356201e-01
-7.306863069534301758e-01,-6.010043621063232422e-01,-6.636135578155517578e-01,1.564970135688781738e+00,1.543743968009948730e+00,4.205722212791442871e-01,-5.552910566329956055e-01,-5.837172865867614746e-01,1.372963041067123413e-01,1.285447478294372559e+00,-3.461692631244659424e-01,-7.827253341674804688e-01,1.700078845024108887e+00,-6.930865645408630371e-01,-6.279678344726562500e-01,2.483538240194320679e-01
-7.441809177398681641e-01,-6.018807888031005859e-01,-6.660280823707580566e-01,1.192248582839965820e+00,1.453523755073547363e+00,1.322547495365142822e-01,-5.698735713958740234e-01,-5.948235392570495605e-01,2.260802090167999268e-01,1.191508650779724121e+00,-3.712185919284820557e-01,-7.840747833251953125e-01,1.485788345336914062e+00,-7.099353671073913574e-01,-6.378151178359985352e-01,3.416420221328735352e-01
-7.510330677032470703e-01,-5.991157293319702148e-01,-6.851418018341064453e-01,9.868935942649841309e-01,1.264058351516723633e+00,-1.130656450986862183e-01,-5.624740123748779297e-01,-6.197721362113952637e-01,1.876576393842697144e-01,1.002909421920776367e+00,-4.653988480567932129e-01,-7.845772504806518555e-01,1.327545404434204102e+00,-7.176952362060546875e-01,-6.426964998245239258e-01,3.769014477729797363e-01
-7.514564990997314453e-01,-5.958025455474853516e-01,-6.892452239990234375e-01,7.502241730690002441e-01,1.216499805450439453e+00,-2.046427726745605469e-01,-5.721688866615295410e-01,-6.239564418792724609e-01,2.887019217014312744e-01,8.224644064903259277e-01,-4.991014897823333740e-01,-7.845924496650695801e-01,1.079553484916687012e+00,-7.197743654251098633e-01,-6.461045742034912109e-01,4.971081316471099854e-01
-7.474352121353149414e-01,-5.887718200683593750e-01,-6.934295296669006348e-01,9.414598941802978516e-01,1.308820009231567383e+00,-5.173867195844650269e-02,-5.638487935066223145e-01,-6.234184503555297852e-01,2.856389582157135010e-01,8.590131998062133789e-01,-4.992126822471618652e-01,-7.843009233474731445e-01,1.207946538925170898e+00,-7.176064848899841309e-01,-6.431714296340942383e-01,3.838735222816467285e-01
-7.489070892333984375e-01,-5.788347721099853516e-01,-6.836002469062805176e-01,7.734057903289794922e-01,1.198188304901123047e+00,-1.766517162322998047e-01,-5.492826700210571289e-01,-6.231162548065185547e-01,3.071046471595764160e-01,8.378865122795104980e-01,-4.967931807041168213e-01,-7.842149734497070312e-01,1.128859758377075195e+00,-7.207886576652526855e-01,-6.455789804458618164e-01,4.803189635276794434e-01
-7.487310767173767090e-01,-5.851495265960693359e-01,-6.771619915962219238e-01,7.888070940971374512e-01,1.157773137092590332e+00,-2.030061930418014526e-01,-5.421723127365112305e-01,-6.223281025886535645e-01,2.990411818027496338e-01,9.652940630912780762e-01,-4.583211839199066162e-01,-7.842690348625183105e-01,1.208281397819519043e+00,-7.211526036262512207e-01,-6.473203897476196289e-01,5.014379024505615234e-01
-7.507904767990112305e-01,-5.900916457176208496e-01,-6.816185116767883301e-01,8.828245401382446289e-01,1.179512858390808105e+00,-1.449273675680160522e-01,-5.453268289566040039e-01,-6.227529048919677734e-01,2.211843132972717285e-01,9.642083048820495605e-01,-4.775089323520660400e-01,-7.840398550033569336e-01,1.241817474365234375e+00,-7.195728421211242676e-01,-6.423718333244323730e-01,5.106663703918457031e-01
-7.481929063796997070e-01,-5.946899652481079102e-01,-6.773921251296997070e-01,8.923887610435485840e-01,1.256554484367370605e+00,-1.360831558704376221e-01,-5.578157305717468262e-01,-6.203994750976562500e-01,3.067333102226257324e-01,9.107074141502380371e-01,-4.847650825977325439e-01,-7.840520739555358887e-01,1.204495191574096680e+00,-7.180826067924499512e-01,-6.423580646514892578e-01,4.421113133430480957e-01
-7.508791685104370117e-01,-5.897215604782104492e-01,-6.809228658676147461e-01,8.126105070114135742e-01,1.204662203788757324e+00,-1.861023902893066406e-01,-5.564178824424743652e-01,-6.213182210922241211e-01,3.050709068775177002e-01,9.299243092536926270e-01,-4.962476193904876709e-01,-7.841631770133972168e-01,1.181006193161010742e+00,-7.217028141021728516e-01,-6.472082138061523438e-01,4.763889908790588379e-01
-7.283548116683959961e-01,-5.931546688079833984e-01,-6.812402606010437012e-01,1.013199806213378906e+00,1.322743177413940430e+00,1.419084984809160233e-02,-5.607191324234008789e-01,-6.056910753250122070e-01,2.270825654268264771e-01,9.681217670440673828e-01,-4.230355620384216309e-01,-7.554312348365783691e-01,1.328976869583129883e+00,-7.119216322898864746e-01,-6.403259634971618652e-01,4.092642366886138916e-01
-7.318093180656433105e-01,-6.000267863273620605e-01,-6.350289583206176758e-01,1.303103089332580566e+00,1.431308269500732422e+00,3.369168043136596680e-01,-5.378906130790710449e-01,-5.489956736564636230e-01,1.356392651796340942e-01,1.340127706527709961e+00,-1.788646578788757324e-01,-7.805946469306945801e-01,1.671075224876403809e+00,-7.044711709022521973e-01,-6.407400369644165039e-01,5.373121500015258789e-01
-7.478787302970886230e-01,-6.024754047393798828e-01,-6.840296983718872070e-01,1.151840567588806152e+00,1.368958950042724609e+00,6.792087852954864502e-02,-5.615233182907104492e-01,-6.092239022254943848e-01,1.143431887030601501e-01,1.137135624885559082e+00,-4.211702942848205566e-01,-7.836459875106811523e-01,1.484827160835266113e+00,-7.092361450195312500e-01,-6.360719203948974609e-01,3.190246820449829102e-01
-7.399386763572692871e-01,-6.038678288459777832e-01,-6.631709933280944824e-01,1.129456281661987305e+00,1.389399766921997070e+00,7.532417029142379761e-02,-5.532218813896179199e-01,-5.782144665718078613e-01,1.835917681455612183e-01,1.177449464797973633e+00,-3.621666729450225830e-01,-7.780799865722656250e-01,1.447185039520263672e+00,-7.063287496566772461e-01,-6.330307722091674805e-01,5.553829669952392578e-01
-7.464569211006164551e-01,-5.744203925132751465e-01,-6.201677918434143066e-01,6.715925335884094238e-01,1.116101622581481934e+00,-1.455596536397933960e-01,-5.218742489814758301e-01,-6.144991517066955566e-01,2.970203161239624023e-01,1.144663572311401367e+00,-3.398268818855285645e-01,-7.832719683647155762e-01,1.271451115608215332e+00,-7.180727124214172363e-01,-6.490488052368164062e-01,5.369571447372436523e-01
-7.438154816627502441e-01,-5.911512970924377441e-01,-6.664984226226806641e-01,9.056457281112670898e-01,1.205572485923767090e+00,-9.610608965158462524e-02,-5.332149863243103027e-01,-6.148630380630493164e-01,2.399441748857498169e-01,1.024481415748596191e+00,-4.484926462173461914e-01,-7.821239233016967773e-01,1.288393259048461914e+00,-7.134641408920288086e-01,-6.434020400047302246e-01,4.726543426513671875e-01
-7.538592219352722168e-01,-5.908693075180053711e-01,-6.856806278228759766e-01,7.074796557426452637e-01,1.200291872024536133e+00,-2.361569404602050781e-01,-5.666979551315307617e-01,-6.256667971611022949e-01,3.128060996532440186e-01,9.648116827011108398e-01,-4.744528532028198242e-01,-7.845262885093688965e-01,1.153138399124145508e+00,-7.194728255271911621e-01,-6.483766436576843262e-01,4.911703467369079590e-01
